"Country","variable","value"
"Dominican Republic","GHI_1993_1997","11.5"
"Ecuador","GHI_1993_1997","11.9"
"Egypt, Arab Rep.","GHI_1993_1997","6.3"
"El Salvador","GHI_1993_1997","8.8"
"Eritrea","GHI_1993_1997","41.2"
"Estonia","GHI_1993_1997","<5"
"Ethiopia","GHI_1993_1997","42.6"
"Fiji","GHI_1993_1997","5.3"
"Gabon","GHI_1993_1997","8.6"
"Gambia, The","GHI_1993_1997","20.4"
"Georgia","GHI_1993_1997",""
"Ghana","GHI_1993_1997","20.2"
"Guatemala","GHI_1993_1997","16"
"Guinea","GHI_1993_1997","20.9"
"Guinea-Bissau","GHI_1993_1997","20.4"
"Guyana","GHI_1993_1997","10.9"
"Haiti","GHI_1993_1997","32.9"
"Honduras","GHI_1993_1997","13.9"
"India","GHI_1993_1997","26.9"
"Indonesia","GHI_1993_1997","17.8"
"Iran, Islamic Rep.","GHI_1993_1997","7.3"
"Iraq","GHI_1993_1997","11.9"
"Jamaica","GHI_1993_1997","<5"
"Jordan","GHI_1993_1997","5.5"
"Kazakhstan","GHI_1993_1997","<5"
"Kenya","GHI_1993_1997","21"
"Kuwait","GHI_1993_1997","5.3"
"Kyrgyz Republic","GHI_1993_1997","11.2"
"Lao PDR","GHI_1993_1997","31.4"
"Latvia","GHI_1993_1997","<5"
"Lebanon","GHI_1993_1997","<5"
"Lesotho","GHI_1993_1997","15.4"
"Liberia","GHI_1993_1997","28.9"
"Libya","GHI_1993_1997","<5"
"Lithuania","GHI_1993_1997","<5"
"Macedonia, FYR","GHI_1993_1997","5.6"
"Madagascar","GHI_1993_1997","24.9"
"Malawi","GHI_1993_1997","28.8"
"Malaysia","GHI_1993_1997","7"
"Mali","GHI_1993_1997","27.2"
"Mauritania","GHI_1993_1997","18.7"
"Mauritius","GHI_1993_1997","7.6"
"Mexico","GHI_1993_1997","5.6"
"Moldova","GHI_1993_1997","7.9"
"Mongolia","GHI_1993_1997","23.1"
"Montenegro","GHI_1993_1997",""
"Morocco","GHI_1993_1997","7.1"
"Mozambique","GHI_1993_1997","32.3"
"Myanmar","GHI_1993_1997",""
"Namibia","GHI_1993_1997","22"
"Nepal","GHI_1993_1997","26.8"
"Nicaragua","GHI_1993_1997","19.7"
"Niger","GHI_1993_1997","36.1"
"Nigeria","GHI_1993_1997","23"
"North Korea","GHI_1993_1997","22.4"
"Oman","GHI_1993_1997",""
"Pakistan","GHI_1993_1997","23.3"
"Panama","GHI_1993_1997","10.7"
"Papua New Guinea","GHI_1993_1997",""
"Paraguay","GHI_1993_1997","7.4"
"Peru","GHI_1993_1997","12.4"
"Philippines","GHI_1993_1997","17.5"
"Qatar","GHI_1993_1997",""
"Romania","GHI_1993_1997","<5"
"Russian Federation","GHI_1993_1997","<5"
"Rwanda","GHI_1993_1997","35.1"
"Saudi Arabia","GHI_1993_1997","6.5"
"Senegal","GHI_1993_1997","19.6"
"Serbia","GHI_1993_1997",""
"Sierra Leone","GHI_1993_1997","29"
"Slovak Republic","GHI_1993_1997","<5"
"Somalia","GHI_1993_1997",""
"South Africa","GHI_1993_1997","6.4"
"Sri Lanka","GHI_1993_1997","20.2"
"Sudan (former)","GHI_1993_1997","25.9"
"Suriname","GHI_1993_1997","10.1"
"Swaziland","GHI_1993_1997","12.3"
"Syrian Arab Republic","GHI_1993_1997","6.1"
"Tajikistan","GHI_1993_1997","21.5"
"Tanzania","GHI_1993_1997","26.8"
"Thailand","GHI_1993_1997","17.3"
"Timor-Leste","GHI_1993_1997",""
"Togo","GHI_1993_1997","19.4"
"Trinidad & Tobago","GHI_1993_1997","7.6"
"Tunisia","GHI_1993_1997","<5"
"Turkey","GHI_1993_1997","5"
"Turkmenistan","GHI_1993_1997","10.5"
"Uganda","GHI_1993_1997","22.7"
"Ukraine","GHI_1993_1997","<5"
"Uruguay","GHI_1993_1997","<5"
"Uzbekistan","GHI_1993_1997","7.7"
"Venezuela, RB","GHI_1993_1997","7.3"
"Vietnam","GHI_1993_1997","25.4"
"Yemen, Rep.","GHI_1993_1997","27.8"
"Zambia","GHI_1993_1997","24"
"Zimbabwe","GHI_1993_1997","22.5"
"Afghanistan","GHI_1998_2002",""
"Albania","GHI_1998_2002","7.9"
"Algeria","GHI_1998_2002","5.1"
"Angola","GHI_1998_2002","32.3"
"Argentina","GHI_1998_2002","<5"
"Armenia","GHI_1998_2002","9"
"Azerbaijan","GHI_1998_2002","12"
"Bahrain","GHI_1998_2002",""
"Bangladesh","GHI_1998_2002","24"
"Belarus","GHI_1998_2002","<5"
"Benin","GHI_1998_2002","18"
"Bhutan","GHI_1998_2002",""
"Bolivia","GHI_1998_2002","14.5"
"Bosnia & Herzegovina","GHI_1998_2002","<5"
"Botswana","GHI_1998_2002","18.1"
"Brazil","GHI_1998_2002","6.5"
"Bulgaria","GHI_1998_2002","<5"
"Burkina Faso","GHI_1998_2002","26.3"
"Burundi","GHI_1998_2002","38.7"
"Cambodia","GHI_1998_2002","28.1"
"Cameroon","GHI_1998_2002","21.3"
"Central African Republic","GHI_1998_2002","28.1"
"Chad","GHI_1998_2002","30"
"Chile","GHI_1998_2002","<5"
"China","GHI_1998_2002","8.5"
"Colombia","GHI_1998_2002","6.8"
"Comoros","GHI_1998_2002","34"
"Congo, Dem. Rep.","GHI_1998_2002",""
"Congo, Rep.","GHI_1998_2002","18.3"
"Costa Rica","GHI_1998_2002","<5"
"Croatia","GHI_1998_2002","<5"
"Cuba","GHI_1998_2002","<5"
"Côte d'Ivoire","GHI_1998_2002","17.6"
"Djibouti","GHI_1998_2002","28.5"
"Dominican Republic","GHI_1998_2002","9.9"
"Ecuador","GHI_1998_2002","12"
"Egypt, Arab Rep.","GHI_1998_2002","5.3"
"El Salvador","GHI_1998_2002","7.9"
"Eritrea","GHI_1998_2002","40"
"Estonia","GHI_1998_2002","<5"
"Ethiopia","GHI_1998_2002","37.4"
"Fiji","GHI_1998_2002","<5"
"Gabon","GHI_1998_2002","7.8"
"Gambia, The","GHI_1998_2002","15.5"
"Georgia","GHI_1998_2002",""
"Ghana","GHI_1998_2002","16.1"
"Guatemala","GHI_1998_2002","17.3"
"Guinea","GHI_1998_2002","22.4"
"Guinea-Bissau","GHI_1998_2002","20.5"
"Guyana","GHI_1998_2002","8.1"
"Haiti","GHI_1998_2002","25.3"
"Honduras","GHI_1998_2002","11.2"
"India","GHI_1998_2002","25.5"
"Indonesia","GHI_1998_2002","16.1"
"Iran, Islamic Rep.","GHI_1998_2002","5.8"
"Iraq","GHI_1998_2002","12.8"
"Jamaica","GHI_1998_2002","<5"
"Jordan","GHI_1998_2002","<5"
"Kazakhstan","GHI_1998_2002","7.8"
"Kenya","GHI_1998_2002","20.2"
"Kuwait","GHI_1998_2002","<5"
"Kyrgyz Republic","GHI_1998_2002","9"
"Lao PDR","GHI_1998_2002","29.4"
"Latvia","GHI_1998_2002","<5"
"Lebanon","GHI_1998_2002","<5"
"Lesotho","GHI_1998_2002","14.6"
"Liberia","GHI_1998_2002","25.1"
"Libya","GHI_1998_2002","<5"
"Lithuania","GHI_1998_2002","<5"
"Macedonia, FYR","GHI_1998_2002","<5"
"Madagascar","GHI_1998_2002","27.4"
"Malawi","GHI_1998_2002","21.9"
"Malaysia","GHI_1998_2002","6.9"
"Mali","GHI_1998_2002","24.8"
"Mauritania","GHI_1998_2002","17.1"
"Mauritius","GHI_1998_2002","6.7"
"Mexico","GHI_1998_2002","<5"
"Moldova","GHI_1998_2002","9"
"Mongolia","GHI_1998_2002","18.5"
"Montenegro","GHI_1998_2002",""
"Morocco","GHI_1998_2002","6.1"
"Mozambique","GHI_1998_2002","28.2"
"Myanmar","GHI_1998_2002",""
"Namibia","GHI_1998_2002","18.4"
"Nepal","GHI_1998_2002","25.2"
"Nicaragua","GHI_1998_2002","15.4"
"Niger","GHI_1998_2002","31.2"
"Nigeria","GHI_1998_2002","17.9"
"North Korea","GHI_1998_2002","22.8"
"Oman","GHI_1998_2002",""
"Pakistan","GHI_1998_2002","22.1"
"Panama","GHI_1998_2002","11.8"
"Papua New Guinea","GHI_1998_2002",""
"Paraguay","GHI_1998_2002","6.8"
"Peru","GHI_1998_2002","10.6"
"Philippines","GHI_1998_2002","17.9"
"Qatar","GHI_1998_2002",""
"Romania","GHI_1998_2002","<5"
"Russian Federation","GHI_1998_2002","<5"
"Rwanda","GHI_1998_2002","30.6"
"Saudi Arabia","GHI_1998_2002","<5"
"Senegal","GHI_1998_2002","19.5"
"Serbia","GHI_1998_2002",""
"Sierra Leone","GHI_1998_2002","29.8"
"Slovak Republic","GHI_1998_2002","<5"
"Somalia","GHI_1998_2002",""
"South Africa","GHI_1998_2002","7.4"
"Sri Lanka","GHI_1998_2002","17.6"
"Sudan (former)","GHI_1998_2002","26.7"
"Suriname","GHI_1998_2002","10.9"
"Swaziland","GHI_1998_2002","13.5"
"Syrian Arab Republic","GHI_1998_2002","<5"
"Tajikistan","GHI_1998_2002","22.3"
"Tanzania","GHI_1998_2002","26.3"
"Thailand","GHI_1998_2002","10.2"
"Timor-Leste","GHI_1998_2002",""
"Togo","GHI_1998_2002","20.8"
"Trinidad & Tobago","GHI_1998_2002","6.8"
"Tunisia","GHI_1998_2002","<5"
"Turkey","GHI_1998_2002","<5"
"Turkmenistan","GHI_1998_2002","9.1"
"Uganda","GHI_1998_2002","20.2"
"Ukraine","GHI_1998_2002","<5"
"Uruguay","GHI_1998_2002","<5"
"Uzbekistan","GHI_1998_2002","8.9"
"Venezuela, RB","GHI_1998_2002","6.8"
"Vietnam","GHI_1998_2002","17.3"
"Yemen, Rep.","GHI_1998_2002","27.8"
"Zambia","GHI_1998_2002","26.5"
"Zimbabwe","GHI_1998_2002","22"
"Afghanistan","GHI_2003_2007",""
"Albania","GHI_2003_2007","6.2"
"Algeria","GHI_2003_2007","<5"
"Angola","GHI_2003_2007","24.1"
"Argentina","GHI_2003_2007","<5"
"Armenia","GHI_2003_2007","<5"
"Azerbaijan","GHI_2003_2007","5.2"
"Bahrain","GHI_2003_2007",""
"Bangladesh","GHI_2003_2007","19.8"
"Belarus","GHI_2003_2007","<5"
"Benin","GHI_2003_2007","15.3"
"Bhutan","GHI_2003_2007",""
"Bolivia","GHI_2003_2007","13.9"
"Bosnia & Herzegovina","GHI_2003_2007","<5"
"Botswana","GHI_2003_2007","16.8"
"Brazil","GHI_2003_2007","<5"
"Bulgaria","GHI_2003_2007","<5"
"Burkina Faso","GHI_2003_2007","26.5"
"Burundi","GHI_2003_2007","39"
"Cambodia","GHI_2003_2007","20.8"
"Cameroon","GHI_2003_2007","16.6"
"Central African Republic","GHI_2003_2007","28.9"
"Chad","GHI_2003_2007","29.8"
"Chile","GHI_2003_2007","<5"
"China","GHI_2003_2007","6.8"
"Colombia","GHI_2003_2007","7"
"Comoros","GHI_2003_2007","30"
"Congo, Dem. Rep.","GHI_2003_2007",""
"Congo, Rep.","GHI_2003_2007","18.3"
"Costa Rica","GHI_2003_2007","<5"
"Croatia","GHI_2003_2007","<5"
"Cuba","GHI_2003_2007","<5"
"Côte d'Ivoire","GHI_2003_2007","16.5"
"Djibouti","GHI_2003_2007","25.6"
"Dominican Republic","GHI_2003_2007","9.6"
"Ecuador","GHI_2003_2007","10.3"
"Egypt, Arab Rep.","GHI_2003_2007","<5"
"El Salvador","GHI_2003_2007","6.4"
"Eritrea","GHI_2003_2007","38.8"
"Estonia","GHI_2003_2007","<5"
"Ethiopia","GHI_2003_2007","30.8"
"Fiji","GHI_2003_2007","<5"
"Gabon","GHI_2003_2007","7.4"
"Gambia, The","GHI_2003_2007","15.1"
"Georgia","GHI_2003_2007",""
"Ghana","GHI_2003_2007","11.3"
"Guatemala","GHI_2003_2007","17"
"Guinea","GHI_2003_2007","18"
"Guinea-Bissau","GHI_2003_2007","17.3"
"Guyana","GHI_2003_2007","7.9"
"Haiti","GHI_2003_2007","27.9"
"Honduras","GHI_2003_2007","9"
"India","GHI_2003_2007","24.2"
"Indonesia","GHI_2003_2007","15.2"
"Iran, Islamic Rep.","GHI_2003_2007","<5"
"Iraq","GHI_2003_2007","11.6"
"Jamaica","GHI_2003_2007","<5"
"Jordan","GHI_2003_2007","<5"
"Kazakhstan","GHI_2003_2007","<5"
"Kenya","GHI_2003_2007","19.5"
"Kuwait","GHI_2003_2007","<5"
"Kyrgyz Republic","GHI_2003_2007","5.4"
"Lao PDR","GHI_2003_2007","25"
"Latvia","GHI_2003_2007","<5"
"Lebanon","GHI_2003_2007","<5"
"Lesotho","GHI_2003_2007","15"
"Liberia","GHI_2003_2007","20.7"
"Libya","GHI_2003_2007","<5"
"Lithuania","GHI_2003_2007","<5"
"Macedonia, FYR","GHI_2003_2007","<5"
"Madagascar","GHI_2003_2007","25.2"
"Malawi","GHI_2003_2007","18.9"
"Malaysia","GHI_2003_2007","5.7"
"Mali","GHI_2003_2007","20.7"
"Mauritania","GHI_2003_2007","14.4"
"Mauritius","GHI_2003_2007","6"
"Mexico","GHI_2003_2007","<5"
"Moldova","GHI_2003_2007","7.4"
"Mongolia","GHI_2003_2007","14.1"
"Montenegro","GHI_2003_2007",""
"Morocco","GHI_2003_2007","6.4"
"Mozambique","GHI_2003_2007","24.8"
"Myanmar","GHI_2003_2007",""
"Namibia","GHI_2003_2007","16.5"
"Nepal","GHI_2003_2007","22.2"
"Nicaragua","GHI_2003_2007","11.4"
"Niger","GHI_2003_2007","26.4"
"Nigeria","GHI_2003_2007","16.7"
"North Korea","GHI_2003_2007","19.3"
"Oman","GHI_2003_2007",""
"Pakistan","GHI_2003_2007","21"
"Panama","GHI_2003_2007","9.5"
"Papua New Guinea","GHI_2003_2007",""
"Paraguay","GHI_2003_2007","6.3"
"Peru","GHI_2003_2007","10"
"Philippines","GHI_2003_2007","14.7"
"Qatar","GHI_2003_2007",""
"Romania","GHI_2003_2007","<5"
"Russian Federation","GHI_2003_2007","<5"
"Rwanda","GHI_2003_2007","24.1"
"Saudi Arabia","GHI_2003_2007","<5"
"Senegal","GHI_2003_2007","14.3"
"Serbia","GHI_2003_2007",""
"Sierra Leone","GHI_2003_2007","29.1"
"Slovak Republic","GHI_2003_2007","<5"
"Somalia","GHI_2003_2007",""
"South Africa","GHI_2003_2007","7.8"
"Sri Lanka","GHI_2003_2007","16.8"
"Sudan (former)","GHI_2003_2007","24.1"
"Suriname","GHI_2003_2007","9"
"Swaziland","GHI_2003_2007","11.8"
"Syrian Arab Republic","GHI_2003_2007","5.1"
"Tajikistan","GHI_2003_2007","18.8"
"Tanzania","GHI_2003_2007","20.8"
"Thailand","GHI_2003_2007","6.7"
"Timor-Leste","GHI_2003_2007","25.7"
"Togo","GHI_2003_2007","18"
"Trinidad & Tobago","GHI_2003_2007","6.7"
"Tunisia","GHI_2003_2007","<5"
"Turkey","GHI_2003_2007","<5"
"Turkmenistan","GHI_2003_2007","6.9"
"Uganda","GHI_2003_2007","18.4"
"Ukraine","GHI_2003_2007","<5"
"Uruguay","GHI_2003_2007","<5"
"Uzbekistan","GHI_2003_2007","6.9"
"Venezuela, RB","GHI_2003_2007","5.8"
"Vietnam","GHI_2003_2007","13.1"
"Yemen, Rep.","GHI_2003_2007","28"
"Zambia","GHI_2003_2007","24.7"
"Zimbabwe","GHI_2003_2007","21.3"
"Afghanistan","GHI_2009_2013",""
"Albania","GHI_2009_2013","5.3"
"Algeria","GHI_2009_2013","<5"
"Angola","GHI_2009_2013","17.4"
"Argentina","GHI_2009_2013","<5"
"Armenia","GHI_2009_2013","<5"
"Azerbaijan","GHI_2009_2013","<5"
"Bahrain","GHI_2009_2013",""
"Bangladesh","GHI_2009_2013","19.1"
"Belarus","GHI_2009_2013","<5"
"Benin","GHI_2009_2013","11.2"
"Bhutan","GHI_2009_2013",""
"Bolivia","GHI_2009_2013","9.9"
"Bosnia & Herzegovina","GHI_2009_2013","<5"
"Botswana","GHI_2009_2013","13.4"
"Brazil","GHI_2009_2013","<5"
"Bulgaria","GHI_2009_2013","<5"
"Burkina Faso","GHI_2009_2013","19.9"
"Burundi","GHI_2009_2013","35.6"
"Cambodia","GHI_2009_2013","16.1"
"Cameroon","GHI_2009_2013","12.6"
"Central African Republic","GHI_2009_2013","21.5"
"Chad","GHI_2009_2013","24.9"
"Chile","GHI_2009_2013","<5"
"China","GHI_2009_2013","5.4"
"Colombia","GHI_2009_2013","5.3"
"Comoros","GHI_2009_2013","29.5"
"Congo, Dem. Rep.","GHI_2009_2013",""
"Congo, Rep.","GHI_2009_2013","18.1"
"Costa Rica","GHI_2009_2013","<5"
"Croatia","GHI_2009_2013","<5"
"Cuba","GHI_2009_2013","<5"
"Côte d'Ivoire","GHI_2009_2013","15.7"
"Djibouti","GHI_2009_2013","19.5"
"Dominican Republic","GHI_2009_2013","7"
"Ecuador","GHI_2009_2013","7.9"
"Egypt, Arab Rep.","GHI_2009_2013","<5"
"El Salvador","GHI_2009_2013","6.2"
"Eritrea","GHI_2009_2013","33.8"
"Estonia","GHI_2009_2013","<5"
"Ethiopia","GHI_2009_2013","24.4"
"Fiji","GHI_2009_2013","<5"
"Gabon","GHI_2009_2013","6.1"
"Gambia, The","GHI_2009_2013","13.6"
"Georgia","GHI_2009_2013",""
"Ghana","GHI_2009_2013","7.8"
"Guatemala","GHI_2009_2013","15.6"
"Guinea","GHI_2009_2013","14.3"
"Guinea-Bissau","GHI_2009_2013","13.7"
"Guyana","GHI_2009_2013","6.5"
"Haiti","GHI_2009_2013","23"
"Honduras","GHI_2009_2013","6"
"India","GHI_2009_2013","17.8"
"Indonesia","GHI_2009_2013","10.3"
"Iran, Islamic Rep.","GHI_2009_2013","<5"
"Iraq","GHI_2009_2013","12.7"
"Jamaica","GHI_2009_2013","<5"
"Jordan","GHI_2009_2013","<5"
"Kazakhstan","GHI_2009_2013","<5"
"Kenya","GHI_2009_2013","16.5"
"Kuwait","GHI_2009_2013","<5"
"Kyrgyz Republic","GHI_2009_2013","<5"
"Lao PDR","GHI_2009_2013","20.1"
"Latvia","GHI_2009_2013","<5"
"Lebanon","GHI_2009_2013","<5"
"Lesotho","GHI_2009_2013","13.1"
"Liberia","GHI_2009_2013","16.8"
"Libya","GHI_2009_2013","<5"
"Lithuania","GHI_2009_2013","<5"
"Macedonia, FYR","GHI_2009_2013","<5"
"Madagascar","GHI_2009_2013","21.9"
"Malawi","GHI_2009_2013","13.6"
"Malaysia","GHI_2009_2013","5.4"
"Mali","GHI_2009_2013","13"
"Mauritania","GHI_2009_2013","11.9"
"Mauritius","GHI_2009_2013","5"
"Mexico","GHI_2009_2013","<5"
"Moldova","GHI_2009_2013","10.8"
"Mongolia","GHI_2009_2013","9.6"
"Montenegro","GHI_2009_2013","<5"
"Morocco","GHI_2009_2013","<5"
"Mozambique","GHI_2009_2013","20.5"
"Myanmar","GHI_2009_2013",""
"Namibia","GHI_2009_2013","16.9"
"Nepal","GHI_2009_2013","16.4"
"Nicaragua","GHI_2009_2013","9.6"
"Niger","GHI_2009_2013","21.1"
"Nigeria","GHI_2009_2013","14.7"
"North Korea","GHI_2009_2013","16.4"
"Oman","GHI_2009_2013",""
"Pakistan","GHI_2009_2013","19.1"
"Panama","GHI_2009_2013","<5"
"Papua New Guinea","GHI_2009_2013",""
"Paraguay","GHI_2009_2013","8.8"
"Peru","GHI_2009_2013","5.7"
"Philippines","GHI_2009_2013","13.1"
"Qatar","GHI_2009_2013",""
"Romania","GHI_2009_2013","<5"
"Russian Federation","GHI_2009_2013","<5"
"Rwanda","GHI_2009_2013","15.6"
"Saudi Arabia","GHI_2009_2013","<5"
"Senegal","GHI_2009_2013","14.4"
"Serbia","GHI_2009_2013","<5"
"Sierra Leone","GHI_2009_2013","22.5"
"Slovak Republic","GHI_2009_2013","<5"
"Somalia","GHI_2009_2013",""
"South Africa","GHI_2009_2013","<5"
"Sri Lanka","GHI_2009_2013","15.1"
"Sudan (former)","GHI_2009_2013","26"
"Suriname","GHI_2009_2013","6"
"Swaziland","GHI_2009_2013","16.5"
"Syrian Arab Republic","GHI_2009_2013","5.9"
"Tajikistan","GHI_2009_2013","16.4"
"Tanzania","GHI_2009_2013","17.3"
"Thailand","GHI_2009_2013","5"
"Timor-Leste","GHI_2009_2013","29.8"
"Togo","GHI_2009_2013","13.9"
"Trinidad & Tobago","GHI_2009_2013","<5"
"Tunisia","GHI_2009_2013","<5"
"Turkey","GHI_2009_2013","<5"
"Turkmenistan","GHI_2009_2013","<5"
"Uganda","GHI_2009_2013","17"
"Ukraine","GHI_2009_2013","<5"
"Uruguay","GHI_2009_2013","<5"
"Uzbekistan","GHI_2009_2013","<5"
"Venezuela, RB","GHI_2009_2013","<5"
"Vietnam","GHI_2009_2013","7.5"
"Yemen, Rep.","GHI_2009_2013","23.4"
"Zambia","GHI_2009_2013","23.2"
"Zimbabwe","GHI_2009_2013","16.5"
